id,text,label
random_14160,куда похители лето.......?,negative
random_14002,андрей малютин,neutral
random_06623,аххаха)) дверь мне сделал!!!,positive
random_18226,Ура я стал Папочкой !!!,positive
random_12306,"это не любовь,это херня какая-то.",negative
random_05152,Победители))),positive
random_15750,"1 бой: поражение, 2 бой: досрочная победа, итог: 3 место на чемпионате в Новотроицке в категории юниоров до 70 кг",neutral
random_15472,Да ну не! Не правда!,neutral
random_15156,я вобше плакал=)))))))),positive
random_17791,за пацанов за тех кто пацанами на всегда остался..,negative
random_14770,"Такие девушки, как звёзды, что светят в
клубах до утра, чаще всего тупые пёзды
или простая школота (не мое)",negative
random_03610,Вроде сейчас так модно фоткаться :),neutral
random_07988,Лерка люблю тебя* Сестрёнка моя самая родная;*,positive
random_15957,Наркомания прогрессирует)),neutral
random_05063,Да пребудет с вами Сила,neutral
random_10265,Трудяга Урал,neutral
random_15991,Наконец-то сваливаю из Москвы!!!!,positive
random_10643,А че интересуешся такими псами?,neutral
random_00357,а сами даже машинку стиральную включить не умеют))),negative
random_05963,Из моих трёх перьев даже косичка слепилась)) 🙌 ,neutral
random_14548,сАМ тАКоЙ!!!),neutral
random_01439,"Почему Губарева называют ""пиарщиком"", который ""делает имидж"" на крови воюющих, когда он сам ходит на передовую? Услышала в прямом эфире на одном из сайтов Донбасса. Разногласия?",neutral
random_05813,"Привет от нас)

#Верка
#упрт",neutral
random_06462,СРОЧНО СНИМУ МАНСАРДУ в СПБ,neutral
random_03069,"Вы что, сговорились?! Обычный сука кролик!",negative
random_20818,"Сеть пунктов самовывоза товаров ""Blizko"" ищет интернет-магазины для выгодного сотрудничества!По всем вопросам,пишите в л.с.!Делая репост, Вы помогаете молодой компании и ее создателям развивать экономику страны!:) Спасибо!",neutral
random_04302,Прости меня и я тебя прощаю!,positive
random_16592,"вы это смотрели? 
",neutral
random_16195,"Уясните раз и навсегда, что характер вашей Женщины — это отражение вашего к ней отношения. Для непонятливых: это не она стерва, это ты — МУДАК !!!",negative
random_13906,"Внимание важно!!!Все расходники на 15% поднимаются в цене !!!!!!!
Вся продукция Silcare поднимается в цена на 15%!!!!!!!!!!!!!",neutral
random_11592,"Все хорошо. Все будет хорошо! 
И свет, и жизнь, и радость, и покой, 
и все о чем мечтаешь…. Чего ждешь. 
Сейчас, и здесь, и в будущем с тобой! 
Вникай в слова, и в сердце, и в мечту, 
и верь сильнее, представляя ярче. 
Ведь мысли не уходят в пустоту! 
Они ступеньками ложатся пред удачей. 
Чем больше веры, выше та ступень. 
Чем ярче образ, тем мечта все ближе! 
Настанет час, пребудет этот день... 
И награжден вселенной будешь. Слышишь? 
Поверь в себя! В мечту! И в свои силы! 
Ты можешь все! Все будет хорошо! 
Подобное к подобному. Закон гласит старинныйf. 
Ты только верь! Верь в счастье всей душой!!!!",positive
random_00874,Малышка Сафия🐥👑💐,positive
random_15208,Это свобода! Обязуюсь повторить.,positive
random_03557,Опубликовано фото в Instagram  ,neutral
random_04512,"Процент верующих среди различных групп людей:
Лица с неполным среднем образованием - 90%
Лица без высшего образования - 67%
Выпускники гуманитарных факультетов - 55%
Выпускники технических факультетов - 17%
Как бы намекает.",neutral
random_08307,"Пожалуй, до завтрашнего утра, уже ничего не будет. Штурм скорее всего будет под утро.",neutral
random_05856,"пиздец, просто пиздец
народ из Владивостока, у кого какой провайдер? Я ебал альянс во все дыры после такого
это блять где видано - доступ к фикбуку закрыть",negative
random_05218,"привет,я не послушал ефир играли в реслинг я свихнул руку",negative
random_01494,"Холодно...но мое солнышко всегда рядом, греет меня своей улыбкой и задорным смехом)))",positive
random_12963,Расстрел на дороге: туристы из Москвы не доехали до Эльбруса,neutral
random_09462,"так вот в чём дело то))...в изоленте))

",neutral
random_10115,Фоткаю еду и выкладываю в вк... Сижу с айфона... Время задуматься... Может еще и в зеркале фоткануться? 😆,neutral
random_09013,"ааааааааааааааааааа
ахахаа",positive
random_13174,Папулька и сынулька 👶🏼 на прогулке 😊 @ Соборная Площадь,neutral
random_11534,"По-моему, это уж слишком толсто ))))",neutral
random_17527,я люблю тебя!),positive
random_01394,"психанул , что ли ?)",neutral
random_10641,ахахах твой статус начало,positive
random_08818,нЕ БЕГАЙ ДАЛЕКО.....,neutral
random_02840,А ЧТО УЖЕ ПОТАНЦЕВАТЬ НЕЛЬЗЯ? Я ПРОСТО ТАНЦУЮ!,negative
random_08315,Кто завтра придет поболеть за молний ждет удача целый год ©Ванга,neutral
random_20723,Антош заметь какое у тебя выражение лица когда ты трубочкой мешаешь воду с лимоном в стакане :)))))) хахаха,positive
random_04460,Херово(( а я в последний день заснула на пляже и обгорела),negative
random_18025,8:00- на встречу готова!.. И все прошло супер!,positive
random_19976,что нашла)))),neutral
random_18260,Денис + Надя,neutral
random_02155,"12 июня 2012, работаю на митинге ""Марш Миллионов 2""
by [id7092664|Alena Romastchina]",neutral
random_07863,"Я знаю, где твое самое безопасное место на свете . — Где? — За моей спиной..",positive
random_10525,"Комисаров ,что ж ты делаешь ,ххахахах прекрати !!!))",positive
random_00539,"Слова, запрещённые на ТВ с 1 сентября",neutral
random_13336,"Прошу отметить, что гантель в руках подопечного, по всей видимости, большего веса, чем у тренера. Что может свидетельствовать о двух вещах.",neutral
random_13987,что-то смутно знакомое..х),neutral
random_20360,#горячийисточниктюмень,neutral
random_08294,завидуй молча!,neutral
random_14179,"У наших деток была первая фотосессия 
Eneleon Wandering Star - Пейнтид Еллеу от Анверон
нам неделя - вес 1300",neutral
random_13049,восстанавливает кислотно-щелочной баланс,neutral
random_01831,"Вот такие они ?? - Сим-карты мобильного оператора «Феникс»
появятся в продаже в конце этой недели..",neutral
random_07337,"Две цитатки из поста «Плюй на людей сверху, они этого заслуживают!» и ""А он должен иметь хоть один шанс сбежать из нашей грязи и пожить человеком."" То есть прилепин этот, легко и непринуждённо, записал всех нас в грязное быдло, спасибо что детишек за скобки вывел, в полном соответствии с приведённой выше цитаткой. Но он-то, вы посмотрите, весь в белом. А по мне, прилепину этому, быдло горизонт застит. Нет, оно конечно ярче, вонючее, соответственно виднее нормальных человеков. Но, только для кретина его грязь равняется грязи общей. Не читал этого мудака, теперь и не буду. А хомячки-то как рады - коментЮт.",negative
random_10321,я орать не устану!,neutral
random_03728,"Женщина пахнет ядом, 
Риском опасных встреч. 
Женщина пахнет наградой, 
Если ее беречь. 
Пахнут ванилью руки, 
Соленой слезой иногда, 
Если рекой разлуки, 
Годы и города. 
Женщина пахнет шлейфом 
Сплетен, интриг, духов. 
Песней волшебной флейты 
Из лабиринта снов. 
Пахнет едва уловимо 
Пряным букетом вина. 
Женщина пахнет мужчиной, 
Если она влюблена. 
Сраженный тогда в одночасье 
Надолго теряешь покой… 
Но, Боже, какое счастье 
С женщиной быть такой.",positive
random_12961,Вот так блин пррокатились,neutral
random_13394,Аттестация пройдена. ЖДЁМ результаты!,positive
random_02271,девочки JazzFunk для вас :*,neutral
random_02604,Памяти великой балерины Майи Плисецкой посвящается........,neutral
random_02360,!!!добавь меня в лучшие друзья^^,neutral
random_02582,помниш того старика?,neutral
random_04680,Памятник Илье Муромцу открыли во Владивостоке,neutral
random_20163,"На днях снимали крутой ролик с [id20370163|Виктором Фроловым] Видео будет позже, а пока первая фотография.",neutral
random_17027,вот этих всегда рад видить!,positive
random_12956,"Нихуя это не прикольно, когда ты любишь молочный шоколад, а тебе дарят чёрный.",negative
random_13133,Просто мы👭💜,neutral
random_12290," 
Негодую...",negative
random_18872,Милевский попал в двадцатку худших игроков Евро-2012,neutral
random_18998,Весна..Любовь...Счастье...,positive
random_14373,"Молодёж, а вы заметили, как мы продали свободу взамен на сотовые,МР3,Интернет,айфоны,компьютеры,макдаки, колу и прочую хрень?",negative
random_16183,"послушай)
только что навоял)",neutral
random_13506,Доставило. Зацепило. Сильно. Мельницеподобно и мельницеравно.,positive
random_10738,"Удивительная группа Ранетки! Никто не слушает, зато все знают, что говно",negative
random_05401,УРА!!!!Зубастика маленькую целую!!!,positive
random_08785,"В любимом человеке нравятся даже недостатки, а в нелюбимом раздражают даже достоинства.",neutral
random_04800,"Новый трек!!!
Исполнение,музыка : Nomad
Сведение : Teatro Records
Лайк / Репост приветствуется",neutral
random_00867,Я вижу некое сходство :),neutral
random_17635,Вот и нарисовал тебя 1:1,neutral
random_00798,"""Бог не может изменить прошлое, но историки могут."" - Сэмюэль Батлер",neutral
random_11803,"писатель: Лукьянова Екатерина)
читать всем))))",positive
random_03636,Рыбалка))),neutral
random_04393,Неверотяно! ты аву поменял =))) Привет чудо света!,positive
random_19643,Всё ппц мне настал работаю 7 дней в неделю! xD,negative
random_18344,#деньзащитыдетей#люблюмоюдевочку😘😘,positive
random_08474,Активный отдых),positive
random_12414,Варворство в Англии набирает немыслимых оборотов,neutral
random_19067,"Давай со мной за звездами 🌟😍😌
Давай наберем их гроздями😇✨",positive
random_09468,вот что значит))))),neutral
random_20731,хочу себе такого попугая,positive
random_18720,"Дева ( 12 сентября )
12 сентября, четверг

Девы, вы любите тех, кто делает вам больно!",neutral
random_15890,"Год назад, ровно год назад я, и еще очень много счастливчиков в этот день по настоящему поняли вкус свободы, радости. Почувствовали на себе, на своём теле(душа не понимала в чем прикол вообще) гражданскую жизнь😊 У всех по-разному сложилась, или сложится жизнь, но этот день будет объединять нас всех. ""Фаязов, куда ты собрался!!!"", ""ДОМОООООООЙ"". Ураааааа!!!",positive
random_09082,"Обсуждали вчера Таины одноклассники по Вайберу тему Детского Мира на Лубянке. Сегодня мы эту тему раскрыли 😊. Кому - что, а нам - Джейк из #TheAdventureTime . (За сегодня Давид его то Финисом и Фербом назвал, то Грэгом каким-то. Трудно запомнить современных героев)))) #CartoonNetwork",neutral
random_11154,"Как всегда-кайфово,драйвово,энергично и вдохновенно. Спасибо!!! #Rizups",positive
random_07107,А где лось?,neutral
random_07222,Мой муж художник и експерт.....,neutral
random_12404,Четки купи блеать!,negative
random_00773,"Ура, Я подстрелил Зайца!. Собрав их 20 штук, можно обменять на+1% рейтинга!",neutral
random_05748,пишем свои ники :D,neutral
random_01970,"Гуляя с ребенком в парке увидела эту пожилую пару,идущую за руки под осенней листвой,очень трогательно....",positive
random_11436,Интересная запись попалась на глаза. К чему бы?,neutral
random_08914,Красавец:D,positive
random_03072,У вас есть ощущение приходящего праздника?Настроение новогоднее?),neutral
random_18841,"Рома, один из МиниТестов показал следующий результат, смотри ниже. Много других тестов здесь - vk.com/minitest",neutral
random_20972,Опубликовано фото в Instagram  @ Площадь Ленина ,neutral
random_14519,А где коментарии?!(,neutral
random_09941,Крутой парень решил сделать себе тату,positive
random_15678,То самое чувство когда ты маг😂😂😂,positive
random_15048,Хочешь себе такой оригинальный мяч?),neutral
random_16629,пациккккккк,neutral
random_07597,"Кто без греха, пусть бросит камень в Дёмушкина, смывшего ошибки кровью - СЕГОДНЯ 7 МАЯ СВОЮ ДНЮХУ он встречает с боевыми ранениями, и вышел ли из больницы - пока не знаю...",negative
random_07821,"По результатам теста, Я - Женя Ранетка",neutral
random_19885,вот Наташа!,neutral
random_13731,я домой!!!,positive
random_19145,"Никогда, и ни за что не ешьте помидоры возле компьютера #ru_lh",neutral
random_01369,"- Ишь что задумали. Они думают, мы думаем что мы и, правда, думаем, что мы так думаем, а мы только думаем, что мы так думаем, я думаю…

© Спанч Боб",neutral
random_01821,Вратарь женской сборной Исландии до 17 лет =),neutral
random_04258,#деньвишиванки,neutral
random_19767,Мрачные тени - дублированный трейлер 2012 (Джонни Депп),neutral
random_00955,"Noize MC- Ты не считаешь.Live At  ГлавClub ,Спб. 6.03.2010.",neutral
random_11058,Позорище какое,negative
random_20151,Я просто люблю жирафов))))))))),positive
random_03990,Ты всегда впереди!!!!!!!!! не зависимо от плевка))))))),positive
random_18557,ВОт такие?,neutral
random_20690,"  Нажми на ссылку, похихикай!))))",positive
random_18468,:*моя ты печенька ),positive
random_02362,Студентка)))))^^,neutral
random_14372,"Я хороший мальчик,я делаю то же самое что и плохие, но хорошо! :) ​",positive
random_00490,Новый зал для школы танцев!,positive
random_08430,"Почему Вкрнтакте нет кнопки ""Подтвердить, что я отсутствую на этой фотографии!?""",neutral
random_06239,Хана. Экзамен был напряжным... Гребана керя...,negative
random_09612,Напоминание :Завтра состоится встреча Новый год в коттедже.,neutral
random_08269,"Сегодня случился красивый закат, запечатлел)",positive
random_05851,"У верта было так много дней рождений, что он уже не хочет празновать очередные))",neutral
random_20344,"Государственная дума РФ.: Запретить  въезд в РОССИЮ, лицам, которые 
оскорбляют, в высказываниях, РОССИЮ. Запретить лицам, которые 
позволяют себе оскорблять Россию,
 обогащаться за счёт России.",neutral
random_16706,нравиться*,neutral
random_05622,балдею от этой песни))),positive
random_04290,"сукааа хотела книгу почитать...так,тут разве будешь читать из-за шмурдяков разных...",negative
random_08236,Рада одобрила допуск иностранных войск на территорию Украины,neutral
random_07187,"""Любовь к своим работам это все равно, что любовь к малолетним девочкам, это преступление, за которое вы понесете тяжелое наказание.""

что",neutral
random_09096,временная тату),neutral
random_15088,видео относится к последней записи на моей стене),neutral
random_11703,Как Вам?))),neutral
random_08484,Не ставь точку там где сердце ставит запятую!!!,neutral
random_20840,"По факту всё верно.

Подписывайтесь! ",neutral
random_02906,"РГАСПИ. Ф. 17. Оп. 166. Д. 585 Л. 19–20. 
Товарищ Сталин и компания подписывают дополнительные лимиты на расстрел русских людей
За две недели, с 31. 01. 1938 г. по 15. 02. 1938 г., должно быть расстреляно не менее:",neutral
random_18143,"было ужасно весело.. смотрим видео с 6-ой минуты, я солнышко)",positive
random_16802,Новые достижения))))*,positive
random_09136,Охранник гостиницы тебе привет передавал. ))))),neutral
random_14966,Полиграфические и технические инновации DDelivery)),neutral
random_15314,"Она часами может так сидеть, слушать одну и ту же песню, вытирать слезы ладошкой и убеждать себя в том, что ей все равно...",negative
random_20058,"Белые уходят в ислам, ""темненькие"" вешают имперки, вот вам и космополитическое общество ;)",neutral
random_05133,когда в спб приедешь?),neutral
random_19882,Умер папа....,negative
random_03474,А вот эта очень душевная)),positive
random_19584,у влады стульчик маленький :33,neutral
random_09282,"Мы всё спешим, не успеваем.
Недолюбив, стараемся забыть.
И все на завтра оставляем,
А завтра может и не быть...",negative
random_20076,"не, ну норм счёт набрал так",neutral
random_18138,Тоесть можно было смотреть??,neutral
random_06098,Вечер с любимой)))😘💓,positive
random_00846,"я- гений композиции! ВD
фак еа))",positive
random_20534,про тебя))),neutral
random_08258,Если сегодня кто-то поскачет в Плейс на лошадке или хотя бы на пони - захватите меня - погода нелетная,neutral
random_13695,Он инопланетянин?,neutral
random_17067,Всем сегодня вечером быть в OZZ'е =),neutral
random_05292,Иметь хороших друзей - одна из лучих ценностей жизни.,positive
random_05110,кароче мы придем сегодня и похуй что тебе завтра на работу,neutral
random_12954,Я люблю тебя Любимый.,positive
random_13544, - Ну и дятел!,negative
random_16483,#мойсладкийпупс#моясладость#мояжизнь❤️,positive
random_18799,"А в Липецк можно доставить и сколько это будет стоить, допустим заказать хочу red dead redemption. Просто к примеру.??",neutral
random_07077,Дурачимся^^,positive
random_17571,"Он такой же как и все.....но он мне нужен!!!!Потому-что с ним я такая как есть,а он и не пытается меня изменить.......",positive
random_09457,Скоро там такое будет что мама не горюй Хотели нас пограбить что бы еще пожить но увы уже не получиться все краны закрыты вот и возникает что делать а все как обычно придумать псевдо идею для социально не защищенных массы о равенстве .Ес в любом ее проявлении сам развалиться дело времени !,negative
random_09731,Павловский Посад 6:00,neutral
random_01277,Концерт. Солдат 2012 2,neutral
random_13119,Как тебе?))),neutral
random_12729,С прессой..),neutral
random_12184,Я всегда буду рядом,neutral
random_20968,"Знакомьтесь, Наталья Огрызко",neutral
random_15902,на новый год поступило предложение руки и сердца!!!! вот так...,positive
random_15764,Очень большая киса),positive
random_08709,Саске не соска саске класный!!,positive
random_07008,"это правда. простое ""ясно"" в ответ, это словно те6я взяли за волосы и хорошенько приложили лицом о6 стол.",negative
random_18233,"Что-то я совсем перестал любить людей...Возможно это потому, что...",negative
random_13503,Смотрю расписание мы опять в Чинарах будем стоять 1.5 часа((,negative
random_14662,Уехал на выходные в Харькiв,neutral
random_15819,я смазливая хуйня!,negative
random_19230,моё солнышко)*,positive
random_04292,вот что тварится в мозгу ванька на уроках,neutral
random_01991,"в больницу,покровка",neutral
random_10381,"Дорогие ,  любимые гости и друзья )) Завтра мой последний день в качестве кальянщицы Ведра гвоздей , приходим делаем финальную запару 😁 и пробуем новые миксы. На смене будет очаровательное создание на мое место, по имени Кристина , знакомимся и провожаем меня ))",neutral
random_08070,"Вот, решил поделиться с вами впечатлениями от своей вчерашней поездки в Луксор. Читайте, оставляйте, пожалуйста отзывы. Буду благодарен.",neutral
random_14173,Рыкламирую свой турфирма - - Все! чартерные рейсы из Хабаровска на сайте www.sxpo.ru,neutral
random_16356,"Темный эльф, помоему удачно))",positive
random_21179,люблю тя зараза ты мая:****,positive
random_10147,"756э!ребяяят,я скучаю!))",positive
random_06403,Клааасс!!!,positive
random_01471,Детёныш Оцелота,neutral
random_12082,дыня мята вишня ;D,neutral
random_19963,"Самый лучший отпуск!!!!!!!!!!!!! Как же было весело и хорошо!!!! Хоть и море нас не радовало водичкой в 9 градусов - мы все равно купались) Плавали с дельфинами, гуляли ночами и спали днем на пляже) После такого отдыха теперь бы недельку отоспаться!!!!!",positive
random_20560,"Продам Микрофон Samson Go Mic
Покупался летом 14 года.
Продаю за 3600-3700р (торг)
Фулл комплект + стойка + поп-фильтр.
Состояние идеальное, идеален для подкастов.
Продаю в связи с покупкой нового Samson Meteor
Все подробности в лс",neutral
random_06437,какая она смешная,positive
random_19333,лаврищев и де тройт-ВОЛК в овечьей шкуре-ваши активы у алёнки-шоколадка такая-я не сара-делюсь инфо.,neutral
random_20539,Кто больше подходит Вике?,neutral
random_09664,Михаил Бондарев - Иван да Марья,neutral
random_10801,"это только сильно одаренная я могла уронить рацию антенной вниз ((( и это за неделю до отпуска. естесно антенна сделала прощальное ""хрясь"" 
новую рацию купить не успеваю, буду клянчить по друзьям-горнолыжникам- пода-айте бедному неимущему пятачку-у-у рацию в горах поюза-а-ать",negative
random_07091,"Посвящается Ксюше Тарасевич:  

Между нами разница — семь лет,
Но с годами тоньше эти грани.
Мы взрослеем...(Не стареем, нет!😊
И поэтому друг к другу больше тянет.
Я знаю, нелегко найти таких, как ты, ДРУЗЕЙ.
Ты согреваешь сердце мне
улыбкою своей!
Всегда стараешься понять, утешить, подбодрить.
Печаль и радость ты со мной готова разделить.
Тебе доверить я могу заветные мечты...
Мне очень-очень повезло, что у меня есть Ты!",positive
random_04211,вспомним детство)))и однокассетный серый магнитофон)))),neutral
random_09559,моя Анюта [id153036475|Сара Сарян],neutral
random_11376,"Я абсолютно согласен! Журналисты - это не писатели, или поэты, это отражатели реальности. Если они начинают пропагандировать своё отношение - это уже не журналисты.",neutral
random_07862,"я только домой пришла..
и теперь на ушах)
завтра еще полдня.ох.

ты как?",neutral
random_03554,только смотри сидя стуле)))))!!!,neutral
random_13638,Предание о древни украх))),neutral
random_14767,Может кто хочет со мной в ИКЕА сейчас мотнуться?,neutral
random_02140,"Если бы вы смогли стать самому себе другом, хотели ли бы вы себе такого друга?",neutral
random_01360,"Я хочу остаться сумасшедшей, жить так, как я мечтаю, а не так, как хочется другим..👻

Пауло Коэльо",positive
random_19665,Почти как ты мне написал))))),neutral
random_05754,"Сборная гимназии, тем временем, чемпион Минска по ""Интеллектуальному многоборью"" (6-8 классы)",neutral
random_11173,"Зажигательная пуримшиль. . .В Московском театре ""Шалом"" торжество Пурима - праздника национального единства и любви. У евреев считается днем спасения от врагов",neutral
random_01556,"в последний день, в последнюю ночь. я себе уже даже не удивляюсь",neutral
random_11627,"Девичник в общаге!!под лозунгом:
Вы скажите друзья нужен мне на хрена этот козел,если ко мне он не пришел?
Я выгрызу зеньки твои.
Я не со зла.Я от любви",neutral
random_00236,голосуйте за кращого!!,neutral
random_04338,надо ведра есть бп,neutral
random_18516,"тарзан :D 

потренируй его боевой клич) ты же любишь подражать)",neutral
random_14611,"Что может быть общего между этими картинками?! Не могу отгадать! 4 буквы. 
 ",neutral
random_13971,"В комнате было 12 цыплят, 3 кpолика, 5 щенят, 2 кошки, 1 петух и 2 куpицы. Сюда зашёл хозяин с собакой. Сколько в комнате стало ног?",neutral
random_03253,Вон оно че!!!,neutral
random_03412,Ребята!! Кто-нибудь знает где скачать Microsoft world бесплатно в интернете? Заранее спасибо!),neutral
random_02831,"О если бы знала, чего я хочу. Сижу вот без дела, сижу и ворчу. Пошлите чего-нибудь, я оплачу.",negative
random_17253,"Брат, ты узнаешь этого чувака? (22 года спустя))))",neutral
random_11697,аее в Карпаты :D,positive
random_16881,А чё старые телефоны в Питер не могут звонить?!,neutral
random_02612,Я на Спрашивай.ру,neutral
random_20655,Немецкий журналист: Берлин передает Привет ополчению Донбасса!,neutral
random_00743,серёжинька :3,positive
random_00133,"Ну ,я подозревала это .",neutral
random_07913,"Контакт зло!! Мотаюсь по городу и столько мыслей приходит, по поводу того, что в блогк написать, но как только попадаю за комп - моск парализует!! :))",negative
random_01126,Маше понравилось))))),positive
random_11566,"где лавочки, блять?",negative
random_21086,"Люди-странные существа...Они хотят чтобы все было по ихнему...Они считают, что имеют право распоряжаться чужой судьбой, чужими чувствами, во благо своих идей, желаний и целей...Они прибегают к различным методам...И очень часто просто вынуждают, заставляют делать так, как они хотят...Но они забывают, что даже заставив выполнить их волю, они не смогут заставить забыть...не смогут заставить перестать или начать чувствовать...Люди, помните, что каждый человек волен распоряжаться своей судьбой так, как он хочет...",negative
random_10057,"Прости, что не манты",neutral
random_01398,"РАСПРОДАЖА !!!
Любой оттенок лака всего 16 грн.!!!",neutral
random_11593,"Муж готовит кушать, так приятно на это смотреть",positive
random_01675,"Самое милое видео,только для тебя 😂😂😂",positive
random_02204,"Зенит 3-1 Порту) ДА!ДА!ДА! ВОТ ЭТО МАТЧ) Я ЖЕ ГОВОРИЛ, ЧТО ЗЕНИТ ПРОБЕДИТ!!!)))",positive
random_10686,Практически идеальная стрельба + скорость и золото наше!,positive
random_08324,"Эх, скоро в Финляндию! Порвем финов!!!)))",positive
random_10215,"ЕБТВАЯРОТ,ГДЕ СНЕГ??????",negative
random_15915,"Ну, лицемерные, лживые, подлые суки, отвечайте!
Добропорядочные и правильные тоже отвечайте!",negative
random_16539,"[id18510949| - этот человек, ворюга поганая!!!",negative
random_10274,"Котики, все готово! Завтра жду вас!
И не забываем, что я все еще в халатике:)",neutral
random_00962,Люблю тебя.,positive
random_08599,"ЭТО ПИЗ**, ТОВАРИЩИ!!!!!!!!",negative
random_04708,Ты очень похож на Бориса Моисеева! А на кого похож я? - ,neutral
random_20334,скучаю ...,negative
random_20654,"Немного о еврейском понимании свободы слова. Вот выложил на стене еврейской группы ссылку на статью о истоках их национального праздника. Через час был уже в бане, а сообщений и след простыл, хоть все было без мата и оскорблений, строго по существу. Для наглядности сделал скрины каждого посещения)",neutral
random_19787,"Как хочется добраться ""до своей тишины""...",neutral
random_02549,красотка))),positive
random_06379,В твоем вроде стиле...,neutral
random_19451,ДДТ - На небе вороны,neutral
random_06946,ахахах))Все смотрим!),positive
random_18259,Вобщем ладно. пишите если шо,neutral
random_15559,кысочки Кутузова),neutral
random_02149,"КОНКУРС!!! 

Приз: Mini-комплекс/когтеточка в ПОДАРОК!..

Правила простые:
1. Добавиться в Друзья: 
2. Сделать репост данной записи к себе на стену.

Победит Тот, у которого будет наибольшее кол-во репостов (более ста).
P.S. Для быстрого получения Подарка, просьба периодически самим оповещать меня о своем кол-ве репостов.

Желаю Всем Удачи!!! И Шикарного Настроения!)))",neutral
random_17211,Послушай)),neutral
random_19916,"Supermax — проект австрийского композитора и продюсера Курта Хауенштайна (14 января 1949 — 21 марта 2011), основанный в 1976 году. Музыка Supermax сочетает в себе соул, фанк, диско, джаз, рэгги, африканские ритмы и интенсивное пульсирующее звучание, что сразу же стало его отличительной особенностью.
Третий альбом ""Fly With Me"" включающий хит ""It Ain't Easy"" стал для группы SUPERMAX международным прорывом, после чего Курт Хауенштайн оставляет шоубизнес и уезжает на Карибские острова.",neutral
random_19760,"Умничка Юля!)а насчёт ""тоже неплохо"" ты аккуратней - не каждый дебютант забирается так высоко;-)",positive
random_06194,"Друзья, нужно проявить две пленки - одна обычная цветная кодак, а с дргуой все несколько сложнее. Это какая-то советская ЧБ чувствительностью от 16 до 64 (точнее не скажу), экспонированная где-то в 1980 году.
Так же буду благодарен за подсказу где можно отсканить пленку. Можно без обработки - прямо RAW'ы негативов.",neutral
random_07515,"Half Life уже портировали на Linux благодаря Valve. Было бы круто, если бы еще портировали легендарные герои 3",neutral
random_05248,"Говорят когда ночью не можешь уснуть, значит ты кому то снишься. Я не пойму кто уже месяц там сериал смотрит про меня?",neutral
random_06173,кто нибудь фоткал салют 9 мая? очень нужны фотки!!!,neutral
random_07787,"❤ Судить меня дано лишь Богу, другим я укажу дорогу......",neutral
random_12855,"Вот это взаимопомощь, удивили!!!",positive
random_14536,"С ними всегда можно и подурачиться и тебе не скажут ""Ты же взрослый веди себя прилично "" )!!!!!",positive
random_13187,Ебанутый ),positive
random_17029,""" если человек вам снится- значит он хочет вас увидеть"" 
О ДА! ИВАН ОХЛАБЫСТИН, ЙЕН СОМЕРХАЛЬДЕР, ДЖОННИ ДЕП, МАРИО КАСАС И ЕЩЕ МНОГО КРАСАВЧИКОВ МЕЧТАЮТ МЕНЯ УВИДЕТЬ!",positive
random_05589,"АААееее, сегодня побегаем!!!)))",positive
random_20230,Тёма хорошо палучился как это было давно)),positive
random_10110,Смех как тебе?))),neutral
random_04498,"Я узнала ""Кто ты из ""Гарри Поттера""""
",neutral
random_03986,"Как встретишь Новый Год, так его и проведёшь.
Судя по всему, 2012 будет стабильным:D",positive
random_20816,Отлично провели день с родителями😃✌🌟💥🚗,positive
random_11827," Говорят, VIP-номер в 25-м поезде МСК-ВРН стоит 17 т.р. Зато там есть душ, микроволновка и двуспальная кровать.",neutral
random_00709,Вот где начало передовых технологий.,neutral
random_17444,"На столике 5 фруктов: 
1.Яблоко 
2.Банан 
3.Груша 
4.Персик 
5 Апельсин 

Какой выберешь ты? Твой выбор много говорит о твоей личности. 

Результаты: 
1.Яблоко = значит что ты человек которому нравятся яблоки. 
2.Банан = значит что ты человек которому нравятся бананы. 
3.Груша = значит что ты человек которому нравятся груши. 
4.Персик = значит что ты человек которому нравятся персики. 
5.Апельсин = значит что ты человек которому нравятся апельсины.",neutral
random_12677,мальчик мой ты меня любишь??,neutral
random_09678,У квадратного стола отпилили один угол. Сколько теперь углов у него стало?,neutral
random_02864,Я люблю свою  мамулю =)),positive
random_08644,"Чё за зверьки? Вроде говорят на русском, а мозг картинку не воспринимает. Наверно научный эксперимент.",neutral
random_13209,Сайленц мне пожалуйста,neutral
random_08696,Ты самая классная подружка))***,positive
random_17229,"Я тоже так хочу)))) клип, созданный человеком, который посетил 42 страны за 14 месяцев",positive
